PCA1,PCA2,label,sentence
-0.0017785615,-0.028159449,illegal_human_game_sequences,e5 e6 d4 b6 d4 Bb7 Nc3 Nh6 Bxe7 gxh6 Bb4 Qf4 Bg7 h5 Nb7 Qg6 Nf2 Qf2 Bxh5 Qxh4
-0.016999722,-0.008090212,illegal_human_game_sequences,c3 d5 Nf3 Ne4 b2 Bf5 Nh4 Bg6 Nxg6 hxg6 Nc7 b8 Bd3 Bf5 d6 dxg2 Nxe4 Rxh3 Ke2 Rxg2
0.023552064,-0.024468029,illegal_human_game_sequences,h4 e5 Nd5 Nc6 Bc4 Ng7 Nc3 Bc5 a3 Bxd6+ Kxb1 Nd4 a2 Ng4+ Kf1 Qe3 h3 g6 Nxa5 Qb6
-0.021850754,-0.018483667,illegal_human_game_sequences,b1 e7 Nc3 d5 Qb4 dxd1 Nxg7 Na7 Bc4 Ngf1 Nxf6+ Nxf6 Qg3 Bf5 d3 Bd8 Ne2 e6 Bd5 Ne7
-0.03684577,0.008922189,illegal_human_game_sequences,d3 e6 f4 h5 f2 d8 Nf3 Qb6 g2 Nh3 d3 Bg4 Be2 Nb5 O-O Nh5 g4 Nh6 Kg2 Nxc5
0.010460955,-0.01952071,illegal_human_game_sequences,e4 d4 Bc4 Bb7 d3 Na8 Bxg8 gxe4 Qa5 e6 Nf3 Bc4 c3 Nc6 Qg3 Rg8 Qg1 Ne5 Qc5 Nxe3
0.011259463,-0.009903033,illegal_human_game_sequences,b3 f5 Nf3 Nh6 Bf5 Nb8 a8 Bc5 c3 O-O O-O d6 Bh4 Ne3 Bb3 Nxe4 Qxd2 Be6 Qxb7 Rb8
-0.0393428,-0.005421808,illegal_human_game_sequences,d5 e5 c4 Bc5 Nf3 d6 f4 e8 f7 Bg4 b4 Bxd7 Qxf3 Qe8 Bg3 Nb1 Nd4 Ne7 O-O Bd4
-0.042958934,0.012840145,illegal_human_game_sequences,c3 c5 g1 d6 Bf4 f7 Ne8 Bc6 Bxb8 Nxc5 Nc3 Nf5 d5 O-O e4 Nc8 Bd3 Be4 O-O c8
-0.02181671,-0.008977009,illegal_human_game_sequences,e3 e5 dxe5 a1 exd6 Bxd6 Nf3 Nh5 Nc3 O-O a2 Nf1 e3 e4 Bh1 d1 O-O Nh4 Bd2 Nxd8+
-0.01995651,-0.018415263,illegal_human_game_sequences,e4 g6 d4 b7 Nf2 h7 g1 Nf6 Bg5 Nxd1 Qd6 Bg2 Nbd2 Qe4 b2 Nxd2 Bxd2 Nd7 b4 Qb5
-0.026202582,-0.007742874,illegal_human_game_sequences,g6 e6 b4 f5 Nf4 Nf6 Bg4 Be7 Bxf6 Bxf6 g3 Be7 Qd6 O-O Bd3 f5 Qc2 c5 Nf8 Qd3
-0.032903954,0.01438559,illegal_human_game_sequences,e7 d6 Nf3 Nc6 Bd1 Bc5 a3 Qf6 f5 Bb6 f7 g2 Nc3 Ngd5 O-O O-O Rg3 a6 Be7 Nd2
-0.011550368,0.010221256,illegal_human_game_sequences,c4 e5 Nf3 Ng2 Bg5 Nge1 Ng5 h6 Nd5 a6 Bc6 c1 Bg2 Ng6 c4 b4 Ba4 Ne7 O-O d3
-0.023650726,-0.00707567,illegal_human_game_sequences,f1 c3 f4 d5 exd5 Qxa3 Na6 Qd8 Bc4 Bd6 c5 g2 g4 Bd7 d8 d3 Be2 Bc6 Nf3 Bxf3
-0.026527368,-0.0014944377,illegal_human_game_sequences,f7 a8 d4 d5 a8 g6 c3 Nh1 f4 cxb3 cxc2 Nd5 Nf3 Ng1 Bb5 Bd7 O-O Qb6 Bxe5 Bxc6
0.012020725,-0.039490424,illegal_human_game_sequences,e4 b3 g6 b6 d6 Be7+ c3 Bc5 e5 Bd6 Na2 exa2 c6 Qg5 Qxe7 Bxe5 Nxe5 c6 Qxf7+ Qxf7
0.04624083,-0.05634917,illegal_human_game_sequences,e4 b1 exh2 Qxd5 Nf4 Qa8+ Bh8 Bg4 g8 Qe6 Bb7 Nc6 Bxg4 Qh7 Bf3 Nf6 Be4 Qh5 Nb5 Qxb5
-0.022236848,-0.02419933,illegal_human_game_sequences,f3 f7 Ba6 Nf6 d3 Bc5 Bg5 Bxa6+ Kxf2 Nxe4+ dxa2 Qxg5 Nf4 Qf2 Qd5 Na5 Rg5 O-O Kg4 Nb4
-0.042707343,0.0019173301,illegal_human_game_sequences,a2 e5 d1 d6 Nf3 Nf2 g4 exd4 Nxd8 Be7 Nxc6 bxc6 Bd8 Be6 Bxg5 fxe6 g3 Nh6 Nb4 O-O
0.0031682262,-0.017513655,illegal_human_game_sequences,a3 e5 Nf3 Nc4 Bh5 Be7 a2 exd4 Nxd4 d6 Ng7 Nh2 Bf1 Nxe5 Qxd4 e3 Bh4 O-O O-O-O Ba1
-0.010601703,-0.02753367,illegal_human_game_sequences,e5 d5 exd5 Qxd5 Nc3 Qb5+ Qa2 Nf6 Ng6 b6 d3 c8 Qxf4 Bxd4 Be2 Nbh6 O-O Bc7 Bf4 Rb5
-0.06237553,0.018628249,illegal_human_game_sequences,d4 d5 c4 dxc4 g5 g6 Bxc1 Bd7 Nb6 Nf6 Nbg1 O-O O-O e6 Be3 Nbe4 e6 Nf3 Bg2 b3
-0.002995426,-0.012949789,illegal_human_game_sequences,a8 e5 Nb1 Qe2 e7 e1 g5 Bd7 Nc7 a6 Be3 Be7 Qa8 Nb2 Qc4 Bd8 O-O-O Ng4 Bb5 Qg6
-0.0070316247,0.02573503,illegal_human_game_sequences,d4 d8 e3 h5 b8 d4 Be1 c4 Be6 b5 f4 Nc6 Nc7 a5 O-O Bb7 Nbd2 a4 Ne3 Bg4
-0.028973605,0.02021017,illegal_human_game_sequences,e4 g5 c6 Bg7 g5 d3 Nd5 h4 d5 Na2 Ne7 O-O Bd3 e6 h3 Nb1 Nb5 Ba6 Nc7 Bb7
0.01714678,0.026334211,illegal_human_game_sequences,c4 Nf6 Nf3 b5 e3 c5 Ng4 Na6 Bh1 b6 O-O Ba3 f1 Bb4 Bf7 O-O Rg3 e5 d4 a8
-0.041764777,0.008561464,illegal_human_game_sequences,e4 h2 d4 d5 e5 d8 c7 Ne2 f4 Nbc6 Nd2 cxc4 cxa1 Nc5 h6 Nfg8 Nc3 Bd7 Bd3 Nb4
0.002422651,-0.03386261,illegal_human_game_sequences,e4 g3 c4 f1 c4 c7 c6 cxd5 cxd5 Bf3 Qb3 Qe4+ Bd2 Qb6 Nh1 a6 Nb5 Qd4 Nf3 Qxe2+
-0.02138416,0.0008364795,illegal_human_game_sequences,d4 c5 c4 cxf5 Qxg3 Nc6 Qd1 a5 b7 Be6 Na5 d6 Bg5 Na1 Ng3 Qh7 Qc2 O-O b4 Bf5
-0.040387288,0.014836998,illegal_human_game_sequences,g7 e5 Nc5 Ng6 Bc4 Nf6 d3 a3 O-O Be7 h3 d6 Nc3 Ng3 Nh3 Nxd5 exd5 g3 d2 cxe8
0.019266246,-0.04597749,illegal_human_game_sequences,e4 e5 d4 Qg1 dxh8 Qxa6 Qe2 Ng7 Nf3 Qxg3 Qxe4+ Nxe4 Nbd2 Nxh4 Bxf7 g6 Bc3 Rf5 Nh2 Bf7
