PCA1,PCA2,label,sentence,PCA3
0.018853452,-0.024126895,correct_humanchess,e4 e6 d4 b6 a3 Bb7 Nc3 Nh6 Bxh6 gxh6 Be2 Qg5 Bg4 h5 Nf3 Qg6 Nh4 Qg5 Bxh5 Qxh4,-0.0018976791
-0.006010231,-0.0074472385,correct_humanchess,d4 d5 Nf3 Nf6 e3 Bf5 Nh4 Bg6 Nxg6 hxg6 Nd2 e6 Bd3 Bd6 e4 dxe4 Nxe4 Rxh2 Ke2 Rxh1,-0.012081699
0.011710589,-0.03765954,correct_humanchess,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 a3 Bxf2+ Kxf2 Nd4 d3 Ng4+ Kf1 Qf6 h3 d5 Nxd5 Qe6,0.013300538
0.00034026476,-0.02264194,correct_humanchess,e4 c6 Nc3 d5 Qf3 dxe4 Nxe4 Nd7 Bc4 Ngf6 Nxf6+ Nxf6 Qg3 Bf5 d3 Bg6 Ne2 e6 Bf4 Nh5,0.004523557
-0.026822751,0.009812947,correct_humanchess,e4 e6 f4 d5 e5 c5 Nf3 Qb6 c3 Nc6 d3 Bd7 Be2 Nh6 O-O Nf5 g4 Nh6 Kg2 Nxg4,0.0025349795
0.019656932,-0.020555504,correct_humanchess,e4 b6 Bc4 Bb7 d3 Nh6 Bxh6 gxh6 Qf3 e6 Nh3 Bg7 c3 Nc6 Qg3 Rg8 Qf3 Ne5 Qe3 Nxc4,-0.007891141
-0.026924903,-0.004955624,correct_humanchess,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 c3 O-O O-O d6 Bg5 Na5 Bb3 Nxb3 Qxb3 Be6 Qxb7 Rb8,0.0001847978
-0.02176506,-0.005108616,correct_humanchess,e4 e5 c4 Bc5 Nf3 d6 d3 a6 a3 Bg4 h3 Bxf3 Qxf3 Qf6 Be2 Nd7 Nc3 Ne7 O-O Bd4,0.005405132
-0.012673988,0.008794262,correct_humanchess,d4 c5 c4 d6 Bf4 g6 Nf3 Bh6 Bxh6 Nxh6 Nc3 Nf5 d5 O-O e4 Nd4 Bd3 Bd7 O-O a6,0.0073831296
-0.03780172,0.006711156,correct_humanchess,d4 e5 dxe5 d6 exd6 Bxd6 Nf3 Nf6 Nc3 O-O a3 Nc6 e3 a6 Be2 h6 O-O Ne5 Bd2 Nxf3+,0.0095534045
0.0069162343,-0.024136828,correct_humanchess,e4 g6 d4 d6 Nf3 c6 h3 Nf6 Bg5 Nxe4 Qe2 Bf5 Nbd2 Qa5 c3 Nxd2 Bxd2 Nd7 b4 Qa3,0.007103953
-0.022889134,-0.012308583,correct_humanchess,e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 Bxf6 Bxf6 e5 Be7 Qg4 O-O Bd3 f5 Qg3 c5 Nf3 Qb6,0.0055604046
