PCA1,PCA2,label,sentence,PCA3
0.058868434,0.0542066,correct_math,1 + 0 = 1,0.026919883
0.049200907,-0.00061089493,correct_math,4 + 3 = 7,0.014260713
0.04518414,0.03258872,correct_math,2 + 1 = 3,0.025954738
0.060579482,-0.016230702,correct_math,8 + 1 = 9,0.01887439
0.06021016,0.036218826,correct_math,6 + 0 = 6,-0.0030778758
0.049712036,0.025750205,correct_math,1 + 3 = 4,0.02431784
0.07073376,-0.05502041,correct_math,8 + 9 = 17,-0.002359109
0.062655985,-0.04349513,correct_math,8 + 3 = 11,0.024486152
0.06255916,-0.049325675,correct_math,8 + 6 = 14,-0.0033992608
0.06363738,-0.035450928,correct_math,7 + 9 = 16,-0.020218099
0.047482535,0.056334354,correct_math,0 + 2 = 2,0.006686111
0.06372101,-0.018955026,correct_math,6 + 5 = 11,-0.0068664146
0.046959177,0.015856653,correct_math,2 + 3 = 5,0.014625838
0.055458527,0.023133773,correct_math,5 + 1 = 6,-0.0010434012
0.057555027,0.014664502,correct_math,6 + 1 = 7,0.0073261727
0.061426327,-0.0369218,correct_math,5 + 9 = 14,-0.028534906
0.055618167,0.029979002,correct_math,0 + 7 = 7,0.0022880237
0.060052447,0.01537378,correct_math,1 + 6 = 7,0.00899197
0.06049984,-0.039982885,correct_math,8 + 4 = 12,0.009667066
0.061239265,-0.04476619,correct_math,9 + 5 = 14,-0.035598014
-0.057842847,0.03597628,correct_math,3 - 1 = 2,0.012466546
-0.09299886,-0.019015657,correct_math,3 - 4 = -1,0.06179625
-0.10245216,-0.023499623,correct_math,4 - 7 = -3,0.029136047
-0.07369571,0.01814724,correct_math,5 - 2 = 3,-0.035999086
-0.07602303,0.01336763,correct_math,5 - 3 = 2,-0.025933614
-0.067951836,0.0274114,correct_math,4 - 1 = 3,0.004768118
-0.07607997,-0.02862775,correct_math,2 - 8 = -6,0.03764292
-0.06364889,0.011001628,correct_math,6 - 4 = 2,-0.026128229
-0.06113373,-0.022933327,correct_math,8 - 3 = 5,-0.010184551
-0.026079465,0.046001974,correct_math,5 - 0 = 5,-0.03045096
-0.067951836,0.0274114,correct_math,4 - 1 = 3,0.004768118
-0.05297459,-0.016192948,correct_math,9 - 5 = 4,-0.062448356
-0.055471182,0.0017317932,correct_math,7 - 6 = 1,-0.032522604
-0.064452186,0.0035670123,correct_math,7 - 2 = 5,-0.038467195
-0.09486578,-0.015290219,correct_math,2 - 3 = -1,0.0654697
-0.035300042,-0.005630563,correct_math,8 - 8 = 0,0.0050413953
-0.055354208,-0.0077750804,correct_math,9 - 6 = 3,-0.057217892
0.054311357,0.056645658,incorrect_math,1 + 0 = 3,0.01942097
0.04662217,0.011642931,incorrect_math,4 + 3 = 5,0.010372476
0.05026872,0.027958432,incorrect_math,2 + 1 = 5,0.019232111
0.06611599,-0.017909925,incorrect_math,8 + 1 = 10,0.02428681
0.053725943,0.041755706,incorrect_math,6 + 0 = 3,-0.0052070622
0.04824457,0.036263406,incorrect_math,1 + 3 = 2,0.026874801
0.06691098,-0.061823707,incorrect_math,8 + 9 = 14,-0.006496918
0.06274185,-0.041006148,incorrect_math,8 + 3 = 13,0.0135120405
0.064863384,-0.034835737,incorrect_math,8 + 6 = 12,-0.00053651544
0.064624324,-0.033744562,incorrect_math,7 + 9 = 15,-0.026398882
0.04853038,0.04722184,incorrect_math,0 + 2 = 4,0.0025768918
0.062485278,-0.0058760084,incorrect_math,6 + 5 = 10,-0.010538094
0.050754305,0.00035964872,incorrect_math,2 + 3 = 8,0.028296024
0.046266768,0.03110701,incorrect_math,5 + 1 = 3,-0.0007280607
0.05646816,0.023894286,incorrect_math,6 + 1 = 6,0.008630321
0.06450257,-0.028474588,incorrect_math,5 + 9 = 13,-0.026721328
0.056367874,0.028580178,incorrect_math,0 + 7 = 8,0.0059426734
0.053459197,0.024918484,incorrect_math,1 + 6 = 4,0.0057360493
0.06262736,-0.04027157,incorrect_math,8 + 4 = 15,0.0055499948
0.06521567,-0.03131876,incorrect_math,9 + 5 = 15,-0.0359276
-0.08846031,0.00039796566,incorrect_math,3 - 1 = -1,0.07314617
-0.089088805,-0.012828545,incorrect_math,3 - 4 = -4,0.040324975
-0.10045158,-0.02845528,incorrect_math,4 - 7 = -1,0.043143865
-0.07555379,0.019904006,incorrect_math,5 - 2 = 2,-0.03383747
-0.07117453,0.00493352,incorrect_math,5 - 3 = 4,-0.028854763
-0.06383697,0.022972895,incorrect_math,4 - 1 = 4,0.0039372034
-0.08347522,-0.03147014,incorrect_math,2 - 8 = -4,0.042151377
-0.06063472,0.0029430033,incorrect_math,6 - 4 = 4,-0.029173627
-0.059630882,-0.032245785,incorrect_math,8 - 3 = 7,-0.005200539
-0.0345411,0.047335006,incorrect_math,5 - 0 = 3,-0.030360574
-0.058064014,0.02632871,incorrect_math,4 - 1 = 1,0.012914246
-0.05525177,-0.0069722957,incorrect_math,9 - 5 = 2,-0.05808196
-0.064657256,0.0007085861,incorrect_math,7 - 6 = 3,-0.043628663
-0.07019713,-0.00015978032,incorrect_math,7 - 2 = 4,-0.036291584
-0.060552865,0.015254612,incorrect_math,2 - 3 = 1,0.0131952325
-0.08659114,-0.058421127,incorrect_math,8 - 8 = -1,0.05379919
-0.052022006,-0.014309899,incorrect_math,9 - 6 = 4,-0.06009808
