PCA1,PCA2,label,sentence,PCA3
0.08764046,-0.058960944,random_legal_game_sequences,Na3 Nh6 f3 f6 h3,0.044639267
0.026597071,0.028504338,random_legal_game_sequences,h3 Na6 b4 Rb8 c4,0.038769115
0.080128096,0.0047448133,random_legal_game_sequences,g4 Nf6 Nh3 Na6 Na3,0.0020194645
0.0327838,-0.04495196,random_legal_game_sequences,e3 d5 d3 Nh6 h3,-0.035330806
-0.047047235,-0.029359475,random_legal_game_sequences,f3 c5 g4 h6 h4,0.014561581
0.03270128,-0.012747169,random_legal_game_sequences,b4 d6 Nh3 c5 Bb2,-0.028990299
0.001486212,0.017407361,random_legal_game_sequences,g4 b6 f3 Nc6 g5,0.019113002
0.026748005,0.03873691,random_legal_game_sequences,b3 Na6 Ba3 b6 Bb4,0.036694642
0.0015245834,0.00796912,random_legal_game_sequences,a3 a6 e3 Nf6 h4,0.012681003
0.014850042,0.02855808,random_legal_game_sequences,f4 c5 Nc3 b6 Ne4,0.0322383
-0.049974896,-0.007285911,random_legal_game_sequences,c4 c6 b4 b5 h3,0.0021956703
-0.0058938186,0.036782864,random_legal_game_sequences,b4 f6 Ba3 Kf7 h3,0.021794904
0.017382003,0.036030635,random_legal_game_sequences,c3 Nc6 h3 Nb8 b3,0.012881422
-0.033958003,0.0061803698,random_legal_game_sequences,d3 f5 h4 a6 Qd2,-0.03186483
-0.009421407,-0.024772713,random_legal_game_sequences,a3 a6 g3 d6 Bh3,-0.022142148
-0.03223385,0.00048531967,random_legal_game_sequences,a4 g6 e4 f6 Bc4,0.0033776842
-0.051607493,-0.024011439,random_legal_game_sequences,f4 h5 e3 a5 b3,0.011253055
-0.0040165614,0.03832932,random_legal_game_sequences,c4 e6 a4 Qf6 Nf3,-0.027185895
0.0043095993,0.027256263,random_legal_game_sequences,e3 Nf6 f4 e6 Qf3,-0.009182342
0.00035045616,0.017118966,random_legal_game_sequences,d3 Nc6 Bf4 e5 a4,0.02138474
-0.04459649,-0.016942028,random_legal_game_sequences,b3 f6 a4 d5 f3,0.021139361
-0.026617453,-0.021919074,random_legal_game_sequences,f4 h6 e3 g6 Be2,0.01483819
-0.05101607,-0.020796774,random_legal_game_sequences,c4 c5 g3 d5 e3,-0.0039276164
-0.014551799,-0.020384658,random_legal_game_sequences,b4 h5 d3 f6 Bh6,-0.017086677
-0.03241031,0.017812891,random_legal_game_sequences,d4 e5 Kd2 h5 Kd3,-0.02694255
0.08428727,-0.0137028545,random_legal_game_sequences,Na3 h6 Rb1 f5 Nh3,0.011339644
-0.05840283,-0.029159667,random_legal_game_sequences,h4 h5 a4 f5 f4,0.011951616
0.025114529,-0.05583647,random_legal_game_sequences,d3 c5 Nh3 a5 e4,-0.010403725
-0.0010936136,-0.0063466183,random_legal_game_sequences,Na3 c5 f3 b5 d3,0.046941336
0.0329076,0.0047105257,random_legal_game_sequences,Na3 c6 h4 Na6 b3,0.05129957
0.03458754,-0.031459324,random_legal_game_sequences,Nh3 d6 d4 c5 Qd3,-0.051449403
0.008773727,-0.022040376,random_legal_game_sequences,d4 Na6 a4 e6 e4,0.051306676
-0.01616029,0.022345252,random_legal_game_sequences,d4 a5 Bg5 Ra7 b3,-0.005113486
