PHATE1,PHATE2,label,sentence
-0.038306240177607816,0.00017119573273371392,random_legal_game_sequences,Na3 Nh6 f3 f6 h3
0.001150664302024202,0.014144284841059358,random_legal_game_sequences,h3 Na6 b4 Rb8 c4
-0.02574201621661411,-0.0025738135637719513,random_legal_game_sequences,g4 Nf6 Nh3 Na6 Na3
-0.024933813274167382,-0.0086293818335406,random_legal_game_sequences,e3 d5 d3 Nh6 h3
0.031139136129744796,0.0012573901061876918,random_legal_game_sequences,f3 c5 g4 h6 h4
-0.027917793461063805,-0.005056101875128098,random_legal_game_sequences,b4 d6 Nh3 c5 Bb2
-0.0008631077447130419,-0.002532554946245347,random_legal_game_sequences,g4 b6 f3 Nc6 g5
0.002678149829112534,0.010247449241060285,random_legal_game_sequences,b3 Na6 Ba3 b6 Bb4
-0.0013863425796538677,-0.0010272614444331307,random_legal_game_sequences,a3 a6 e3 Nf6 h4
-0.004222455703698442,0.006514373315538068,random_legal_game_sequences,f4 c5 Nc3 b6 Ne4
0.02801673739185742,-0.00042665614660800246,random_legal_game_sequences,c4 c6 b4 b5 h3
0.007375418200902403,-0.011782923130264624,random_legal_game_sequences,b4 f6 Ba3 Kf7 h3
-0.009150828611644343,0.008711164450319992,random_legal_game_sequences,c3 Nc6 h3 Nb8 b3
0.00575300999912452,-0.016420938938331558,random_legal_game_sequences,d3 f5 h4 a6 Qd2
0.005018226321257581,-0.0067735880245461755,random_legal_game_sequences,a3 a6 g3 d6 Bh3
0.021687707029268213,-0.005948852763660348,random_legal_game_sequences,a4 g6 e4 f6 Bc4
0.031361542847329546,7.292329514845526e-08,random_legal_game_sequences,f4 h5 e3 a5 b3
-0.0002663939753945766,-0.011360737772174338,random_legal_game_sequences,c4 e6 a4 Qf6 Nf3
-0.0025382113563218868,-0.012038298757273212,random_legal_game_sequences,e3 Nf6 f4 e6 Qf3
0.002110549285367934,0.0050816819076589,random_legal_game_sequences,d3 Nc6 Bf4 e5 a4
0.028599220295354198,-0.00014830654857917353,random_legal_game_sequences,b3 f6 a4 d5 f3
0.017330743488612046,0.0030239928176426247,random_legal_game_sequences,f4 h6 e3 g6 Be2
0.028211522553291155,0.0009770286600157565,random_legal_game_sequences,c4 c5 g3 d5 e3
0.005887327625835896,-0.008607182729624182,random_legal_game_sequences,b4 h5 d3 f6 Bh6
0.014021546723880843,-0.011314479446075486,random_legal_game_sequences,d4 e5 Kd2 h5 Kd3
-0.02288743701446026,0.007420424232087162,random_legal_game_sequences,Na3 h6 Rb1 f5 Nh3
0.03250492725085482,0.0017265759165070985,random_legal_game_sequences,h4 h5 a4 f5 f4
-0.03133139253828314,-0.006229195271255451,random_legal_game_sequences,d3 c5 Nh3 a5 e4
0.00929266699799097,0.018067473169435314,random_legal_game_sequences,Na3 c5 f3 b5 d3
-0.005891565361841147,0.01624142289351018,random_legal_game_sequences,Na3 c6 h4 Na6 b3
-0.029359298170819392,-0.014282570685139898,random_legal_game_sequences,Nh3 d6 d4 c5 Qd3
0.007543670653622902,0.01519044288450019,random_legal_game_sequences,d4 Na6 a4 e6 e4
0.00702209834561871,0.0032233894642679705,random_legal_game_sequences,d4 a5 Bg5 Ra7 b3
-0.0287830549072443,-0.010544744882306872,random_legal_game_sequences,g3 c5 e4 Nh6 h3
-0.016170391089836124,-0.0017143977660033258,random_legal_game_sequences,b3 e5 Nh3 Be7 e3
0.00044550672639624564,0.0026112359638553353,random_legal_game_sequences,c3 e6 Nf3 Ba3 g4
-0.015859325061603723,0.00872213409914706,random_legal_game_sequences,Nc3 Nc6 h4 Rb8 g4
0.013703456316407242,-0.0028555970321878874,random_legal_game_sequences,h3 h6 d4 b5 Bxh6
0.014969820834847498,-0.0010902489522763366,random_legal_game_sequences,d3 d5 a3 h6 Bf4
0.028399074670013267,-0.00016663852116556487,random_legal_game_sequences,c4 f6 g3 h5 b4
